username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
Terry24681865,2014-04-06 09:47,0,0,#FortHoodShooting Keep pushing those #Antideppressants #Pharma pushing their #Masssuicide hard #chemical #drugs on Fosterkids no matter age.,,,#FortHoodShooting #Antideppressants #Pharma #Masssuicide #chemical #drugs,452850172867792896,https://twitter.com/Terry24681865/status/452850172867792896
Cosmos_Producti,2014-04-06 17:24,0,0,How to avoid another Fort Hood http:// theresachaze.blogspot.com/2014/04/how-av oid-another-fort-hood.html … #FortHoodShooting,,,#FortHoodShooting,452965209603198976,https://twitter.com/Cosmos_Producti/status/452965209603198976
cepororuriqate,2014-04-02 18:49,0,0,#FortHoodShooting save 15% on hosting on anything at ixwebhosting with coupon code: MEN Chile,,,#FortHoodShooting,451537033769390080,https://twitter.com/cepororuriqate/status/451537033769390080
Aquila7,2014-04-03 09:37,0,0,One thing Obama's good at its making people mentally ill with all the lies & corruption - #FortHoodShooting #FortHood,,,#FortHoodShooting #FortHood,451760337357123585,https://twitter.com/Aquila7/status/451760337357123585
AdamsFlaFan,2015-12-02 11:23,2,0,Robert Dear vandalized Planned Parenthood clinic decades ago in South Carolina: ex-wife http://www. rawstory.com/2015/12/robert -dear-vandalized-planned-parenthood-clinic-decades-ago-in-south-carolina-ex-wife/#.Vl9FFWWz21U.twitter …,,,#,672133901670883328,https://twitter.com/AdamsFlaFan/status/672133901670883328
ti_updates,2015-11-29 18:37,0,0,Robert Lewis Dear 's Online Dating Profile & http:// Cannabis.com Rants: Dear first posted about religion on O... http:// msxz.a.boysofts.com/gvo,,,,671156053397004288,https://twitter.com/ti_updates/status/671156053397004288
carlmedearis,2015-11-28 22:11,17,26,Robert Dear is a Christian terrorist as members of ISIS are Muslim terrorists. We must stop blaming whole religions for the actions of a few,,,,670847549721460737,https://twitter.com/carlmedearis/status/670847549721460737
NBC10_Michelle,2015-11-28 05:40,5,0,"Police identify shooter at Planned Parenthood as Robert Lewis Dear , 57 pic.twitter.com/eBj4pJXEs8",,,,670598063916867585,https://twitter.com/NBC10_Michelle/status/670598063916867585
sjfrancis419,2015-12-02 09:05,1,0,"Making Sense of Robert Dear , the Planned Parenthood Murderer: http://www. newyorker.com/news/daily-com ment/making-sense-of-robert-dear … via @newyorker",,@newyorker,,672099282078535680,https://twitter.com/sjfrancis419/status/672099282078535680
SunshinePearl,2015-11-27 17:45,1,1,#cosshooting #centinnielblshooting this dirt bag had the balls to spew this on a friend's page. http:// fb.me/4bTAj4ivc,,,#cosshooting #centinnielblshooting,670418323067109379,https://twitter.com/SunshinePearl/status/670418323067109379
bbttychmbrs1,2015-12-01 19:04,0,0,"For Robert Dear , religion and rage before Planned Parenthood attack http://www. houstonchronicle.com/news/nation-wo rld/nation/article/For-Robert-Dear-religion-and-rage-before-Planned-6668551.php?t=76fe0c1810438d9cbb&cmpid=twitter-premium … via @HoustonChron",,@HoustonChron,,671887603503783936,https://twitter.com/bbttychmbrs1/status/671887603503783936
hannahrhonda,2015-11-30 15:59,0,0,Most people believe Donald Trump was behind Robert Dear who cased and attacked PP in Colorado Springs.,,,,671478612772655104,https://twitter.com/hannahrhonda/status/671478612772655104
AStieberM,2015-11-29 14:25,0,0,"Robert Dear , Suspect in Colorado Killings, ‘Preferred to Be Left Alone’ http:// rss.nytimes.com/c/34625/f/6403 50/s/4bdc339b/sc/7/l/0L0Snytimes0N0C20A150C110C290Cus0Crobert0Edear0Esuspect0Ein0Ecolorado0Ekillings0Epreferred0Eto0Ebe0Eleft0Ealone0Bhtml0Dpartner0Frss0Gemc0Frss/story01.htm …",,,,671092575932149760,https://twitter.com/AStieberM/status/671092575932149760
whatashittydm,2015-11-30 06:33,0,0,@tedcruz and @CarlyFiorina its not your dangerous rhetoric that caused #PPShooting ? Desperately try to blame the pro #pp #prochoice left? FU,,@tedcruz @CarlyFiorina,#PPShooting #pp #prochoice,671336353947189249,https://twitter.com/whatashittydm/status/671336353947189249
Rant_247,2015-12-02 10:26,0,0,When Will Sanity Enter the Robert Louis Dear Discussion? http:// bit.ly/1Pwg7RP via @RantPolitical,,@RantPolitical,,672119681658978304,https://twitter.com/Rant_247/status/672119681658978304
shannona_smith,2015-12-01 13:59,0,0,"Dear GOP: No US Muslims celebrated 9/11, but lots of GOPers celebrated murders of PO, veteran & mom bc #PPShooting",,,#PPShooting,671810976904163328,https://twitter.com/shannona_smith/status/671810976904163328
AndrewJFletcher,2015-11-28 18:12,0,0,""" Robert Dear , Suspect in Colorado Killings, ‘Preferred to Be Left Alone’"" in U.S. via @NYTtimes http:// ift.tt/1PTQDO6 #AVLNYT",,@NYTtimes,#AVLNYT,670787441570222080,https://twitter.com/AndrewJFletcher/status/670787441570222080
Yoyo75,2015-11-27 14:27,0,0,#ColoradoSprings #PPShooting https:// twitter.com/pwm62/status/6 70364788430532608 …,,,#ColoradoSprings #PPShooting,670368432626524161,https://twitter.com/Yoyo75/status/670368432626524161
Amuly21,2015-12-02 14:28,0,0,"Dear Robert E Diltz, circa 1983: I LOVE YOU AND AGREE. YOU’RE A DEAR . @iamvassalady pic.twitter.com/NkZ3GRX65o",,@iamvassalady,,672180572446449665,https://twitter.com/Amuly21/status/672180572446449665
MichaelABush1,2015-11-30 13:24,0,0,Atheist Pro-Choice Activists Cannot Say the Robert Dear Killings Were Objectively Wrong. Here's Why. http:// po.st/Hp2hRm via @po_st,,@po_st,,671439676708921344,https://twitter.com/MichaelABush1/status/671439676708921344
jonathanagehris,2015-12-03 15:05,0,0,Harry Reid blamed Robert Dear 's mayhem at the CO PP facility on Rush Limbaugh and right-wing rhetoric. Is the left responsible for Farook?,,,,672552170089136128,https://twitter.com/jonathanagehris/status/672552170089136128
SaltPotatoes,2015-12-01 07:34,0,1,Conservatives in US are using tactics of #ISIS / #Daesh to inspire followers to terrorist acts #PPShooting https:// twitter.com/ShaunKing/stat us/671710223367839745 …,,,#ISIS #Daesh #PPShooting,671713903789907968,https://twitter.com/SaltPotatoes/status/671713903789907968
plevan4god,2015-11-30 14:41,0,0,27 ноября Роберт Льюис Диар ( Robert Lewis Dear ) с винтовкой в руках  ворвался в клинику абортов Planned Parenthood … pic.twitter.com/hqFKFlMWJB,,,,671459127672053760,https://twitter.com/plevan4god/status/671459127672053760
MikeVee5,2015-11-27 14:14,0,0,reform the government you fuckers #DumpTrump #MakeAmericaGreatAgain #OhHillNo #ColoradoSprings #PPShooting http:// ift.tt/1UCD0R1,,,#DumpTrump #MakeAmericaGreatAgain #OhHillNo #ColoradoSprings #PPShooting,670365051124101121,https://twitter.com/MikeVee5/status/670365051124101121
blcksacramento,2015-12-01 04:20,0,0,The Blatant Double Standard That Kept Robert Lewis Dear Jr. Alive and Left Laquan McDonald for Dead:… http:// dlvr.it/Ctn54D | @colorlines,,@colorlines,,671665067939618816,https://twitter.com/blcksacramento/status/671665067939618816
OnlineInfoSourc,2015-11-28 00:27,0,1,Official says #Colorado #PlannedParenthood gunman ID'd as Robert Lewis Dear https://www. youtube.com/watch?v=1nIn2t dcJA0 … #ColoradoSpringsShooting,,,#Colorado #PlannedParenthood #ColoradoSpringsShooting,670519327133736960,https://twitter.com/OnlineInfoSourc/status/670519327133736960
alenevince,2015-11-27 14:28,0,0,Colorado shooting: “10 to 20 shots in less than 5 min” http:// boingboing.net/2015/11/27/ram page-shooting-at-planned-pa.html … #COSshooting #CentennialBlshooting pic.twitter.com/dNG3dDWsS0,,,#COSshooting #CentennialBlshooting,670368546602487808,https://twitter.com/alenevince/status/670368546602487808
New_Narrative,2015-12-01 12:36,6,3,Planned Parenthood shooting was 351st mass shooting in 2015 http:// bit.ly/1jxeuoy #COSshooting @MassShootingUSA pic.twitter.com/N5cCmaESAt,,@MassShootingUSA,#COSshooting,671790016893460485,https://twitter.com/New_Narrative/status/671790016893460485
APBreakingNews,2007-12-07 16:50,0,0,"Police have released the suicide note of mall gunman Robert Hawkins , who said ""I just snapped"" and ""everyone will remember me as some s ...",,,,479852362,https://twitter.com/APBreakingNews/status/479852362
ThomasPride,2013-07-28 01:49,0,0,"Presumably according to Florida law, Pedro Vargas was just standing his ground?",,,,361408085287370752,https://twitter.com/ThomasPride/status/361408085287370752
Spirit1400Bmore,2010-08-05 13:46,0,0,Dr. Boyce: Omar Thornton Killing’s and Workplace Racism [OPINION]: The Omar Thornton story is a sad and scary on... http://bit.ly/albnye,,,,20415422641,https://twitter.com/Spirit1400Bmore/status/20415422641
CedricFord,2016-02-26 20:47,1,0,Cash flu,,,,703441286896947200,https://twitter.com/CedricFord/status/703441286896947200
seattlenewz,2009-12-03 14:30,0,0,Seattle Blogs: Maurice Clemmons ' Dead Body: Trolling the local blogosphere for the biggest fish Seattle has.. http://bit.ly/5apNdv,,,,6317297042,https://twitter.com/seattlenewz/status/6317297042
GodH8sWindbags,2015-11-02 07:42,0,0,Noah Harpham: 5 Fast Facts You Need to Know http:// heavy.com/news/2015/11/n oah-harpham-colorado-springs-gunman-shooter-youtube-video-alcoholic-blog-mother-heather-kopp-book-girlfriend-victims-photos-jennifer-vasquez-christy-galella/ … #GunSense #NRA #ColoradoSpringsShooting,,,#GunSense #NRA #ColoradoSpringsShooting,661206732971098112,https://twitter.com/GodH8sWindbags/status/661206732971098112
3Dingo,2013-06-09 16:58,0,0,Are we allowed by the PC Po Po to say........ John Zawahri is the Santa Monica shooters name.......TERRORIST? Hmmmm? No of course we cant ask,,,,343879827713048577,https://twitter.com/3Dingo/status/343879827713048577
rafawkes,2013-06-09 08:12,0,0,Santa Monica Shooter Identified – Middle Eastern Name – John Zawahri http://www. thegatewaypundit.com/2013/06/sudden -jihad-syndrome-santa-monica-shooter-identified-john-zawahri/ …,,,,343747528048652288,https://twitter.com/rafawkes/status/343747528048652288
Iliya_Kure,2017-10-06 12:51,0,0,Las Vegas shooting : What was Stephen Paddock’s motive? http:// africaprimenews.com/las-vegas-shoo ting-what-was-stephen-paddocks-motive/ … pic.twitter.com/Sf92vK5meb,,,,916390496221777920,https://twitter.com/Iliya_Kure/status/916390496221777920
PhilippaStories,2017-10-03 16:52,3,3,"#LasVegasShooting was just 2 days ago & the Left has no class, no grace, no kindness. They have nothing but #hatespeech https:// twitter.com/Carolde/status /915188154772189184 …",,,#LasVegasShooting #hatespeech,915363920247787520,https://twitter.com/PhilippaStories/status/915363920247787520
KFidds,2017-10-03 18:29,1,3,"Hey, @NFL , will you and your players #StandforVegas this weekend in honor of those forced to kneel out of fear, and for those who could not stand? #VegasStrong #NFL #WeareLasVegans",,@NFL,#StandforVegas #VegasStrong #NFL #WeareLasVegans,915388279654031361,https://twitter.com/KFidds/status/915388279654031361
B4ADavid,2017-10-02 13:01,0,0,@CatherineForNV @RosenforNevada @RepKihuen NOW is the perfect time for gun control convo. Don’t wait for another. #VegasStrong,,@CatherineForNV @RosenforNevada @RepKihuen,#VegasStrong,914943475082199040,https://twitter.com/B4ADavid/status/914943475082199040
MissLynnieMarie,2017-10-02 13:53,6,52,My deepest condolences go out to the victims and their families. This is heartbreaking. #PrayForVegas pic.twitter.com/z06ydZh1ND,,,#PrayForVegas,914956442532175872,https://twitter.com/MissLynnieMarie/status/914956442532175872
Liber8R2,2017-10-03 16:22,0,0,Did Bump Stocks Make the Las Vegas Shooting Deadlier? http:// liber8r.com/2017/10/did-bu mp-stocks-make-the-las-vegas-shooting-deadlier/ … pic.twitter.com/Vc0XxsgnBg,,,,915356312632008704,https://twitter.com/Liber8R2/status/915356312632008704
PaulaFeese,2017-10-05 13:07,0,0,#we Vegas #Vegasstrong https:// twitter.com/caesarspalace/ status/915985454750621696 …,,,#we #Vegasstrong,916032234485878784,https://twitter.com/PaulaFeese/status/916032234485878784
author_mike,2017-10-03 06:19,1,2,Spread the word! Sanctity of life is not just the unborn! #LasVegasShooting #PrayForVegas #hope @BernieLutchman @dybmovie,,@BernieLutchman @dybmovie,#LasVegasShooting #PrayForVegas #hope,915204574767697921,https://twitter.com/author_mike/status/915204574767697921
ChrisReiko,2017-10-02 08:42,1,1,"Liczba ofiar masakry w Las Vegas wzrosła do 58 osób, rannych jest 515 #LasVegasShooting #VegasStrong #MandalayBay",,,#LasVegasShooting #VegasStrong #MandalayBay,914878148168134657,https://twitter.com/ChrisReiko/status/914878148168134657
JasonTantrum,2017-10-03 05:14,0,1,"So many people need action, how would you handle 2 major natural disasters and a mass shooting within weeks? #thinkfirst #VegasStrong",,,#thinkfirst #VegasStrong,915188234568781824,https://twitter.com/JasonTantrum/status/915188234568781824
MorningShowCA,2017-10-07 16:20,0,0,"In the Las Vegas shooting , we saw the bad. But in its wake, goodness shone through http:// glbn.ca/wUaSfh",,,,916805414041382912,https://twitter.com/MorningShowCA/status/916805414041382912
lakers_news,2017-10-06 14:11,1,5,"Lakers, Kings donating proceeds from preseason game to benefit Las Vegas shooting victims http:// dlvr.it/PstCWH pic.twitter.com/46c8OO62Na",,,,916410512732168192,https://twitter.com/lakers_news/status/916410512732168192
MattMcNeilShow,2017-10-03 16:31,1,0,"The latest on the #LasVegasShooting from @PioneerPress , including a Minnesotan among the dead. My sincerest sorrow. http://www. twincities.com/2017/10/03/par ents-of-man-minnesota-missing-in-las-vegas-desperate-for-answers/ …",,@PioneerPress,#LasVegasShooting,915358609525166080,https://twitter.com/MattMcNeilShow/status/915358609525166080
VegasFoodWine,2017-10-06 21:54,57,133,Amazing night at the @VegasFoodWine Fest at the @RedRockCasino Hosted by @AlanSemsar & @TysonFoods #VegasStrong #Foodie pic.twitter.com/ARCUYrB1dn,,@VegasFoodWine @RedRockCasino @AlanSemsar @TysonFoods,#VegasStrong #Foodie,916527161120456704,https://twitter.com/VegasFoodWine/status/916527161120456704
PoulsenEmily,2017-10-02 16:35,0,0,https://www. dailykos.com/story/2017/10/ 2/1703470/-Fake-news-explodes-in-wake-of-Las-Vegas … . FAKE News of Vegas shooting spreads on Facebook &Google.,,,,914997185153875968,https://twitter.com/PoulsenEmily/status/914997185153875968
pmnewsnigeria,2017-10-02 15:44,1,2,"FYI: Update: Death toll in Las Vegas shooting hits 58, 515 injured http:// dlvr.it/PrygKT #News #Nigeria",,,#News #Nigeria,914984372087922690,https://twitter.com/pmnewsnigeria/status/914984372087922690
thejimfonggroup,2017-10-03 14:43,0,0,LasVegasSun: RT UNLVPD: Our heartfelt thoughts and prayers go out to all of the victims of the Las Vegas shooting and their families.… …,,,,915331483912609793,https://twitter.com/thejimfonggroup/status/915331483912609793
GorillaKillNazi,2017-10-02 16:53,0,0,"She was wrong to say it and now she's gone, but we may find this was the motive to the #LasVegasShooting fucking horrible music & #rednecks",,,#LasVegasShooting #rednecks,915001835492188160,https://twitter.com/GorillaKillNazi/status/915001835492188160
SkwirlyQ,2017-10-02 15:49,0,0,Gregg Jarrett: Las Vegas shooting -- Uninformed Hillary shamelessly politicizes Nevada tragedy via the @FoxNews App http://www. foxnews.com/opinion/2017/1 0/02/gregg-jarrett-las-vegas-shooting-uninformed-hillary-shamelessly-politicizes-nevada-tragedy.html …,,@FoxNews,,914985654089666562,https://twitter.com/SkwirlyQ/status/914985654089666562
kristiekwillis,2017-10-04 13:15,0,0,I just want to say how incredibly proud I am of our community for stepping up. We are and always will be #VegasStrong #prayforlasvegas pic.twitter.com/nfAa9kHAxa,,,#VegasStrong #prayforlasvegas,915671730965721088,https://twitter.com/kristiekwillis/status/915671730965721088
_karinavic,2017-10-02 15:38,24,40,"Nearly every donation center is maxed out on supplies & can't accept more. This is a great problem to have, good job Vegas. #VegasStrong",,,#VegasStrong,914983060591992832,https://twitter.com/_karinavic/status/914983060591992832
Glory_Infidel,2017-10-06 15:45,0,0,After last week I’m hugging my wife and kids a little longer and stronger now. #VegasStrong,,,#VegasStrong,916434233002024962,https://twitter.com/Glory_Infidel/status/916434233002024962
danmarler,2017-10-02 15:52,0,0,Some thoughts on the Las Vegas shooting. https://www. youtube.com/watch?v=JF0v5o hBZQ0 … #LasVegasShootings #StephenPaddock #PrayForVegas,,,#LasVegasShootings #StephenPaddock #PrayForVegas,914986587779411968,https://twitter.com/danmarler/status/914986587779411968
ErnestPackaging,2017-10-05 14:00,2,4,"Thanks to @3M , @Diamond_Gloves , @HOSPECO , Polyair, Pregis and all of the other vendors that attended our Las Vegas open house! #VegasStrong pic.twitter.com/oHkh53qCpO",,@3M @Diamond_Gloves @HOSPECO,#VegasStrong,916045399101771777,https://twitter.com/ErnestPackaging/status/916045399101771777
myaRich,2017-10-07 12:11,0,0,#VegasStrong pic.twitter.com/yL6J9i27FY,,,#VegasStrong,916742762271186944,https://twitter.com/myaRich/status/916742762271186944
